web-scraper-order,web-scraper-start-url,link,link-href,snopes title,datte,subject,title,type,text
1628110801-1104,https://www.snopes.com/page/8/?s=Hurricane+harvey,AP Exclusive: Most Florida Flood Zone Property Not Insured,https://www.snopes.com/ap/2017/09/07/florida-flood-zone-property-not-insured/,AP Exclusive: Most Florida Flood Zone Property Not Insured,7-Sep-17,"Home					
				
												
					
						AP News					
				
												
					
						World News					
				
												
					
						AP Exclusive: Most Florida Flood Zone Property Not Insured",null,"This article is republished here with permission from The Associated Press. This content is shared here because the topic may interest Snopes readers; it does not, however, represent the work of Snopes fact-checkers or editors.","FORT LAUDERDALE, Fla. (AP) — As Hurricane Irma bears down on Florida, an Associated Press analysis shows a steep drop in flood insurance across the state, including the areas most endangered by what could be a devastating storm surge.
In just five years, the state’s total number of federal flood insurance policies has fallen by 15 percent, according to Federal Emergency Management Agency data.
Florida’s property owners still buy far more federal flood insurance than any other state — 1.7 million policies, covering about $42 billion in assets — but most residents in hazard zones are badly exposed.
With 1,350 miles of coastline, the most in the continental United States, Florida has roughly 2.5 million homes in hazard zones, more than three times that of any other state, FEMA estimates. And yet, across Florida’s 38 coastal counties, just 42 percent of these homes are covered.
Florida’s overall flood insurance rate for hazard-zone homes is just 41 percent. Fannie Mae ostensibly requires mortgage lenders to make sure property owners buy this insurance to qualify for federally backed loans, and yet in 59 percent of the cases, that insurance isn’t being paid for.
	
		
			
				
			
			
		
	
		
		
In the counties being under at least partial evacuation orders Wednesday (Collier, Broward, Monroe and Miami-Dade), where 1.3 million houses are estimated to be in flood hazard zones, the percentage is an even lower 34.3 percent.
Nationwide, only half the 10 million properties that need flood insurance have it, said Roy Wright, who runs the National Flood Insurance Program. He told the AP last week that he wants to double the number of policies sold nationally in the near future.
The declines in coverage started after Congress approved a price hike in 2012, making policies more expensive. Maps of some high-risk areas were redrawn, removing a requirement that these homeowners get the insurance. About 7 of 10 homeowners have federally backed mortgages, and if they live in a high-risk area, they still are required to have flood insurance. But many let their policies slip without the lender noticing; loans also get sold and repackaged, paperwork gets lost and new lenders don’t follow up.
FEMA, which is ultimately responsible for enforcing flood insurance requirements, did not respond to an email seeking comment from its Washington office on Wednesday.
The latest forecasts suggest Irma’s most destructive winds could carve up much of Florida’s priciest real estate, damaging properties from the Florida Keys through Jacksonville as it swirls north.
“This could easily be the most costly storm in U.S. history, which is saying a lot considering what just happened two weeks ago,” said University of Miami hurricane researcher Brian McNoldy.
Insurance companies are still tallying the damage from Hurricane Harvey’s extended stay over southern Texas in August, but insured losses are estimated at $20 billion, and that’s a fraction of the $65 billion or more in losses due to flooding alone that could have been insured, according to the catastrophe modeling firm AIR Worldwide.
No one is expecting Irma to flood Florida on a similar scale. Harvey sat over Houston for days, dumping up to 50 inches of rain. Irma is moving swiftly and should bring less than a quarter of that to Florida cities.		
			
				
			
			
		
	
		
		
South Florida also has a better flood control system, the ground is more porous and there aren’t any hills to send water rushing down from above, said Hugh Willoughby, a former research director at the National Oceanic and Atmospheric Administration and now a professor at Florida International University in Miami.
Still, many Floridians could find themselves with no money for flood repairs, just like people in Houston, where flood coverage dropped by 9 percent since 2012.
If Irma’s eye follows a track just west of Florida’s eastern coast, the initial storm surge could heavily damage the Florida Keys, the cities at the southern tip of Florida’s mainland, Florida City and Homestead, parts of Miami and Miami Beach, and other Atlantic coast cities, said Brian Haus, a professor of ocean sciences at the University of Miami’s Rosenstiel School of Marine and Atmospheric Science.
The AP analysis shows that the number of flood insurance policies sold in the Keys, Miami, Miami Beach and Homestead has stayed basically steady since 2012, but tiny Florida City has seen a drop of 31 percent. Miami-Dade County overall has seen a 7 percent drop in policies sold, falling from 371,000 in 2012 to 342,000 today.
Just to the north in Broward County, home to Fort Lauderdale, the state has seen its biggest drop among major counties, falling 44 percent from 372,000 policies five years ago to 207,000 today. County officials say they don’t track the flood insurance program, leaving that to the cities.
If Irma’s eye moves instead up Florida’s west coast, that would put Tampa, St. Petersburg and other Gulf cities in danger to significant storm surge, Haus said. St. Petersburg has seen an almost 10 percent drop in federal flood policies written in the last five years, while Tampa has seen a 3.5 percent drop, according to the AP analysis.
___
Hoyer reported from Washington. Associated Press Science Writer Seth Borenstein in Washington contributed to this report."
1628111482-1180,https://www.snopes.com/page/2/?s=Hurricane+harvey,Nursing Home Residents Rescued from Harvey Floodwaters,https://www.snopes.com/news/2017/08/27/nursing-home-residents-rescued-harvey-floodwaters/,Nursing Home Residents Rescued from Harvey Floodwaters,27-Aug-17,"Home					
				
												
					
						News					
				
												
					
						Tragedies					
				
												
					
						Nursing Home Residents Rescued from Harvey Floodwaters",null,null,"As parts of Texas were flooded from torrential rains resulting from Hurricane/Tropical Storm Harvey in August 2017, a photograph of nursing home residents apparently calmly sitting and clinging to their belongings amidst waist-deep water while waiting to be rescued went viral online:
<img loading=""lazy"" src=""https://www.snopes.com/tachyon/2017/08/nursing.jpg"" alt="""" width=""598"" height=""600"" class=""aligncenter size-full wp-image-101894"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/08/nursing.jpg?resize=598%2C600&amp;zoom=1 598w, https://www.snopes.com/tachyon/2017/08/nursing.jpg?resize=598%2C600&amp;zoom=0.5 299w, https://www.snopes.com/tachyon/2017/08/nursing.jpg?resize=598%2C600&amp;zoom=0.25 150w"" sizes=""(max-width: 598px) 100vw, 598px"" />
Although many viewers questioned the legitimacy of this image, according to the Galveston County Daily News it was indeed snapped at La Vita Bella nursing home in Dickinson, Texas (a city in Galveston County), from which fifteen senior citizens were evacuated by helicopter as the flood waters rose:

Fifteen senior citizens were evacuated from the La Vita Bella nursing home in Dickinson, David Popoff, the city’s emergency management coordinator confirmed on Sunday afternoon.
Poppoff said the residents were rescued by helicopter.
“We were air-lifting grandmothers and grandfathers,” Popoff said.
The picture was shared on Twitter by Timothy McIntosh, whose said his mother-in-law owns the assisted-living home.
His wife, Kimberly McIntosh, said her mother sent the picture at 9 a.m. [Sunday] morning.
“She said it was a disaster and they were hoping the national guard would come,” Kimberly McInstosh said.

According to CNN, the nursing home’s management had been instructed not to evacuate residents from the facility in advance of the storm, and they were unable to contact anyone who could help them get everyone to safety once the home began flooding:

“My mom sent it to me at 9 this morning. She said it was a disaster,” McIntosh said Sunday. “They [were] waiting for helicopters or the National Guard.”
“Most of these people are in wheelchairs and [on] oxygen,” she said.
McIntosh said that when she spoke to her mother, [Trudy] Lampson told McIntosh that the residence was not told to evacuate. Instead, they were instructed to stay in place and have a disaster plan.
McIntosh [said] the water became waist-deep 10 to 15 minutes after it first started flowing through the doors.
But when the situation turned dire and Lampson began reaching out for a rescue, she was told that first-responders wouldn’t be able to help, the daughter said.
“They were basically told no one was coming because they couldn’t reach them,” McIntosh said. “They might be put on a list, and that was it.”
“That’s when we decided to go ahead and tweet the photos, because we were afraid she wasn’t going to get any help,” McIntosh said."
1628110714-1094,https://www.snopes.com/page/9/?s=Hurricane+harvey,US Nixed FBI Checks on Staff at Migrant Teen Detention Camp,https://www.snopes.com/ap/2018/11/27/us-nixed-fbi-checks-on-staff-at-migrant-teen-detention-camp/,US Nixed FBI Checks on Staff at Migrant Teen Detention Camp,null,"Home					
				
												
					
						AP News					
				
												
					
						Controversy					
				
												
					
						US Nixed FBI Checks on Staff at Migrant Teen Detention Camp",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628111470-1178,https://www.snopes.com/page/2/?s=Hurricane+harvey,Can Hurricane Victims Delay Their Mortgage Payments?,https://www.snopes.com/fact-check/can-hurricane-victims-delay-their-mortgage-payments/,Can Hurricane Victims Delay Their Mortgage Payments?,15-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Uncategorized					
				
												
					
						Can Hurricane Victims Delay Their Mortgage Payments?","Homeowners affected by hurricanes are allowed, under certain circumstances, to delay their mortgage payments.","True
					
						
							About this rating","After hurricanes Harvey and Irma tore through Mexico, the Caribbean, and the southern United States in September 2017, American government agencies and private mortgage companies offered assistance to homeowners needing to delay their mortgage payments.
A spokesperson for the federal Department of Housing and Urban Development, Brian Sullivan, told us on 15 September 2017 that approximately 280,000 Florida homeowners using Federal Housing Administration-insured loans live in counties affected by Hurricane Irma, and that about 220,000 homeowners in parts of Texas damaged by Hurricane Harvey (which made landfall earlier in the month) are currently using FHA loans.
The department has some information on its web site:
If you can’t pay your mortgage because of the disaster, your lender may be able to help you. If you are at risk of losing your home because of the disaster, your lender may stop or delay initiation of foreclosure for 90 days. Lenders may also waive late fees for borrowers who may become delinquent on their loans as a result of the disaster.
FHA borrowers are automatically eligible for a 90-day “foreclosure moratorium”(preventing the start of foreclosure proceedings) in the event of a natural disaster if they or their families live in counties that have been declared a federal disaster area by the government. They are also eligible if:

 They are related to someone who was injured or killed, or reported as missing because of the incident.
 The disaster “directly or substantially affected” their ability to pay their mortgage.

	
		
			
				
			
			
		
	
		
		
HUD also advises:
FHA’s Foreclosure Moratorium only applies to borrowers in default. If you are current, you should continue to make your mortgage payment whenever possible. If, however, you are unable to pay your loan as a result of the disaster, your lender may waive any late fees normally charged and let you know about other options.
If their lender is not able to help them, the agency urges borrowers to contact HUD directly for assistance.
Two private mortgage companies, Freddie Mac and Fannie Mae, also offer loan deferment programs for customers affected by natural disasters. Borrowers with loans through each company are potentially eligible to pause their mortgage payments for up to 12 months while waiving late fees or risking having a delinquency on their loan reported to credit bureaus.
The Consumer Financial Protection Bureau also operates a phone line connecting people unsure whether to pursue forbearance (as the practice of suspending a mortgage payment is known) with counselors from HUD. College students using federally-funded loans who are affected by natural disasters like the two hurricanes are potentially eligible for loan forbearance lasting up to 90 days."
1628110956-1124,https://www.snopes.com/page/6/?s=Hurricane+harvey,Was Barack Obama President During Hurricane Katrina?,https://www.snopes.com/fact-check/barack-obama-katrina/,Was Barack Obama President During Hurricane Katrina?,30-Aug-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Uncategorized					
				
												
					
						Was Barack Obama President During Hurricane Katrina?",Barack Obama was president when Hurricane Katrina hit New Orleans in 2005.,"False
					
						
							About this rating","As damage from Hurricane Harvey continued to grow in Texas in late August 2017, some Twitter users sought to defend President Donald Trump’s response to the disaster by criticizing the actions of his predecessor, Barack Obama during similarly pervasive flooding in Louisiana in 2016. Other users took that argument even further, knocking Obama for not “doing enough” to help Louisiana during Hurricane Katrina.
!function(r,u,m,b,l,e){r._Rumble=b,r[b]||(r[b]=function(){(r[b]._=r[b]._||[]).push(arguments);if(r[b]._.length==1){l=u.createElement(m),e=u.getElementsByTagName(m)[0],l.async=1,l.src=”https://rumble.com/embedJS/ucxbq”+(arguments[1].video?’.’+arguments[1].video:”)+”/?url=”+encodeURIComponent(location.href)+”&args=”+encodeURIComponent(JSON.stringify([].slice.apply(arguments))),e.parentNode.insertBefore(l,e)}})}(window, document, “script”, “Rumble”);
 
       Rumble(“play”, {“video”: “v4tygd”,”div”: “rumble_v4tygd”,”autoplay”:2});
The argument that Obama did not do enough after Hurricane Katrina lashed New Orleans, however, ignores the fact that Obama was not president at the time. Katrina made landfall in August 2005, during George W. Bush’s presidency. 
	
		
			
				
			
			
		
	
		
		

<img loading=""lazy"" class=""aligncenter size-full wp-image-102445"" style=""border: 1px solid black"" src=""https://www.snopes.com/tachyon/2017/08/Obama-Katrina-tweets_compilation.jpg"" alt="""" width=""600"" height=""729"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/08/Obama-Katrina-tweets_compilation.jpg?resize=600%2C729&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/08/Obama-Katrina-tweets_compilation.jpg?resize=600%2C729&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/08/Obama-Katrina-tweets_compilation.jpg?resize=600%2C729&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />

Obama — who was a Democratic Party senator representing Illinois when the storm hit — was not elected president until November 2008. However, Obama did meet with Katrina evacuees on 5 September 2005 in Houston, Texas alongside former Presidents Bill Clinton and George H.W. Bush:
<img loading=""lazy"" class=""alignnone size-full wp-image-102536"" style=""border: 1px solid black"" src=""https://www.snopes.com/tachyon/2017/08/bushobamaclinton.jpg"" alt="""" width=""600"" height=""322"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/08/bushobamaclinton.jpg?resize=600%2C322&amp;zoom=1 600w, https://www.snopes.com/tachyon/2017/08/bushobamaclinton.jpg?resize=600%2C322&amp;zoom=0.5 300w, https://www.snopes.com/tachyon/2017/08/bushobamaclinton.jpg?resize=600%2C322&amp;zoom=0.25 150w"" sizes=""(max-width: 600px) 100vw, 600px"" />
Online speculation also mounted around some users posting anti-Obama tweets, questioning whether they were actually Russian misinformation “bots”:
One of the suspected bots, @DaNolans, denied being an illegitimate account in a post on 29 August 2017:
I was taking the piss outta Trump with this folks. Check TL. Never woulda thought people truly believe such nonsense. Scary times #notabot
Ben Nimmo, a senior fellow for information defense for the Atlantic Council’s Digital Forensic Research Lab who has written about “bot” attacks, told us that he scanned mentions of Obama and Katrina between 24 August 2017 and 30 August 2017. He said:
The majority of tweets, and the most popular tweets, all mocked the idea of blaming the Katrina reaction on Obama. The anti-Obama messaging does not appear to have penetrated. Of the accounts in the image, one is now suspended and the others show varying degrees of activity; one claims to have been joking. There doesn’t appear to be major bot (i.e. automated) traffic involved.
While it is unclear how many of the recent spate of anti-Obama tweets were manufactured or made in jest, an August 2013 survey conducted by the Democrat-oriented Public Policy Polling showed that 29 percent of Louisiana Republicans believed that Obama was to blame for the oft-criticized federal response to Katrina. Another 44 percent were reportedly unsure whether Obama or George W. Bush was at fault, while 28 percent blamed Bush.
That mindset was brought to national television in a September 2016 segment on Comedy Central’s Daily Show, which featured a Trump supporter who said he believed that Obama “had a big part” in the 9/11 attacks because he was “never in the office” at the time. When asked why Obama would not have been in the Oval Office during the 11 September 2001 attacks (which occurred more than seven years before he was elected president), the man said:
That I don’t know. I’d like to get to the bottom of that."
1628111329-1161,https://www.snopes.com/page/3/?s=Hurricane+harvey,Did FEMA Deny Aid to Harvey Victims Unless They Received Vaccinations?,https://www.snopes.com/fact-check/fema-harvey-vaccines/,Did FEMA Deny Aid to Harvey Victims Unless They Received Vaccinations?,5-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Junk News					
				
												
					
						Did FEMA Deny Aid to Harvey Victims Unless They Received Vaccinations?","In the aftermath of Hurricane Harvey, FEMA said they would only give aid to victims if they had received (unspecified) vaccinations.","False
					
						
							About this rating","In late August and early September 2017, false rumors began to spread on Facebook and Twitter that FEMA (the Federal Emergency Management Agency) was refusing to give aid to victims of Hurricane Harvey unless they had been vaccinated, and that the agency was forcing people to undergo vaccinations in order to receive aid. 
These rumors are entirely false, and we could not find any iteration of them which provided even a fabricated source or citation. 
On 30 August 2017, Facebook user Percell Velore posted a meme that claimed:
Fema is saying that Texans will have to have a vaccine shot in order to get aid are you paying attention.
Despite including absolutely no evidence whatsoever, the post was shared more than 5,000 times within a few days. 
A search of FEMA’s press releases, Facebook account and Twitter account shows that the agency has not said any such thing. Not only that, but a FEMA spokesperson definitively rejected the rumors in a statement sent to us:
There is absolutely no requirement for Hurricane Survivors to be vaccinated in order to receive assistance from FEMA. They only need to register with FEMA for assistance.  They can do this online at disasterassistance.gov or call 1-800-621-3362.
This is just the latest in a series of false claims surrounding FEMA, and forms part of the long-standing “FEMA camps” conspiracy theory, which holds that the federal government is planning to build concentration camps and impose martial law in the aftermath of a natural disaster."
1628111072-1136,https://www.snopes.com/page/5/?s=Hurricane+harvey,Osteen’s Lakewood Church Checking Member’s Tithe Records?,https://www.snopes.com/fact-check/joel-osteen-flood-tithing/,Osteen’s Lakewood Church Checking Member’s Tithe Records?,3-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Junk News					
				
												
					
						Osteen’s Lakewood Church Checking Member’s Tithe Records?",Joel Osteen's Houston megachurch provided shelter only to the church's top financial contributors,"False
					
						
							About this rating","After torrential flooding hit parts of Texas in the wake of Hurricane Harvey in August 2017, Joel Osteen, the celebrity pastor of Lakewood Church in Houston, was assailed by claims that he had refused to open his megachurch facility to those seeking refuge from floodwaters that had engulfed the city.
On 30 August 2017, the Action News 3 web site published an article reporting that Osteen had finally opened his church to flood victims, but that he was checking tithing records and only taking in (or giving priority to) church members who had made the greatest financial contributions:

Lakewood Church was under fire after apparently not opening up the church to flood victims. The church disputed online criticism, stating “We are prepared to shelter people once the cities and county shelters reach capacity.”
“Victoria and I care deeply about our fellow Houstonians. Lakewood’s doors are open and we are receiving anyone who needs shelter,” Osteen tweeted Tuesday, referencing his wife who is also Lakewood’s co-pastor.
However, on Wednesday, reports from flood victims say the church is following a strict “members only” guideline, taking top church contributors ahead of people on the lower giving scale.
Single mother Tiana Williams said she waited in line for 3 hours, just to be given a numbered ticket and told to check back in a few hours. “When I got to the entrance with my two little boys, they asked for my name and entered it into the computer,” said Williams. “Then, I was told that there were over 2,000 people ahead of me that have reserved beds! When I kept pressuring the guy to tell me why I had to wait, he said they were under strict guidelines to check tithing records of members and number their bed reservations based on their 2016 giving. I just can’t believe this. I just can’t.”

This claim was false, a fabrication that originated with — and was reported only by — the ActionsNews3.com fake news web site.  The only element of the article that was true was that Osteen had issued a tweet the previous day stating that Lakewood Church’s doors were open to those seeking shelter from the storm:

Victoria and I care deeply about our fellow Houstonians. Lakewood’s doors are open and we are receiving anyone who needs shelter.
— Joel Osteen (@JoelOsteen) August 29, 2017"
1628110798-1103,https://www.snopes.com/page/8/?s=Hurricane+harvey,"Imelda Leaves 2 Dead in Texas, Others Stranded and Trapped",https://www.snopes.com/ap/2019/09/20/imelda-leaves-2-dead-in-texas-others-stranded-and-trapped/,"Imelda Leaves 2 Dead in Texas, Others Stranded and Trapped",null,"Home					
				
												
					
						AP News					
				
												
					
						Nature					
				
												
					
						Imelda Leaves 2 Dead in Texas, Others Stranded and Trapped",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110731-1096,https://www.snopes.com/page/9/?s=Hurricane+harvey,Is Trump Rolling Back Clean Water Regulations?,https://www.snopes.com/news/2020/01/31/trump-water-rules/,Is Trump Rolling Back Clean Water Regulations?,31-Jan-20,"Home					
				
												
					
						News					
				
												
					
						U.S. Politics					
				
												
					
						Is Trump Rolling Back Clean Water Regulations?",null,null,"After the Trump administration announced “The Navigable Waters Protection Rule” on Jan. 23, 2020, Snopes readers asked us to verify whether the administration was essentially gutting water regulations.
Although it is true the administration’s new rule would sharply curtail protections for streams and wetlands in the U.S., legal challenges and an upcoming presidential election mean the future of the regulation is unclear. The rule was set to go into effect 60 days after being published in the Federal Register on the aforementioned date. A dozen states and New York City are suing to block the rule from taking effect, however.
To help address reader concerns, here’s a closer look at the implications of the new rule.
The Background
Since 1972, the Clean Water Act (CWA) has vested the Environmental Protection Agency (EPA) and the U.S. Army Corps of Engineers with the power to protect “waters of the United States” from pollution and other environmental harm.
	
		
			
				
			
			
		
	
		
		
Legal challenges to the scope of, or policy changes regarding the interpretation of, the CWA often revolve around the definition of “waters of the United States.” The executive branch has at times issued executive orders on how to interpret the phrase.
In 2015, President Barack Obama issued an executive order that instructed agencies to use a broad definition to increase protections. But in the early months of his administration, Obama’s successor, President Donald Trump, issued an executive order mandating that the EPA and Army Corps review the broader Obama-era interpretation.
Specifically, the order sought to consistently define “waters of the United States” as it appears in two federal rules:







Waters of the United States Rule (WOTUS)
The Navigable Waters Protection Rule







The Trump EPA referred to the assessment and change of the WOTUS rule as “Step 1″ in the agency’s repeal of Obama-era regulations, and issued a final rule that took effect on Dec. 23, 2019.
“Step 2” concerned the definition of “Navigable Waters” as it relates to environmental protection. A final rule on this definition was issued on Jan 23, 2020, and as mentioned earlier was slated to take effect 60 days after the rule’s publication in the Federal Register.
Both of these “steps” serve to loosen restrictions on the CWA by restricting the scope of “waters” that require protection. Here’s how:
What Is the New Rule, Exactly?
According to the EPA, the Trump rule would establish a more limited definition of “waters” regulated by the Clean Water Act in order to outline a more restrictive interpretation of which waters are subject to federal control. In short, the new rule removes federal protections for “ephemeral” streams and wetlands, or seasonal bodies of water that depend on rain or snowfall.		
			
				
			
			
		
	
		
		
Although the new Trump regulation has been couched as a repeal of an Obama-era rule, it goes further than simply undoing the 2015 rule. “That’s a huge rollback from way before Obama, before Reagan,” Blan Holman, a senior attorney with the non-profit Southern Environmental Law Center, told NBC News.
“Ephemeral” waterways are prominent in the “arid west,” or the region of the U.S. where water is more scarce. Those states include “all or portions of 12 states: Arizona, California, Colorado, Idaho, Montana, Nevada, New Mexico, Oregon, Texas, Utah, Washington, and Wyoming.”
The EPA in 2008 estimated that nearly 81% of streams in six southwest states (Arizona, Nevada, New Mexico, Utah, Colorado, and California) flow only seasonally, meaning they would lose federal protection under the new Trump rule. In New Mexico, the Los Angeles Times reported that 96%  — or nearly all — of the state’s waterways could be affected, and the state does not have its own regulatory framework to fill the void left by the loss of federal protection.
So What Do Those Changes Mean?
As announced in Las Vegas by EPA Administrator Andrew Wheeler at the National Association of Home Builders International Builders’ Show in Las Vegas, the new definition “achieves the proper relationship between the federal government and states in managing land and water resources” and “gives states and tribes more flexibility in determining how best to manage their land and water resources while protecting the nation’s navigable waters as intended by Congress when it enacted the Clean Water Act.”
It also means industries like coal mining, oil and gas, real-estate development, and agriculture won’t have to obtain permits to build on or discharge pollutants into ephemeral waterways; and though such waterways flow seasonally instead of year-round, they are still sources of both tap water and recreational bodies of water for downstream communities.
In a statement sent to Snopes, an EPA spokesperson said the 1974 federal Safe Drinking Water Act “lays out the statutory roles and responsibilities for ensuring that our drinking water is safe, and the Navigable Waters Protection Rule does not change that.” Experts told us that while that’s true, the new rule would make ensuring tap water meets quality standards more difficult and, thus, more expensive.
Brett Hartl, government affairs director for the nonprofit environmental advocacy organization Center for Biological Diversity, told us the safety of drinking water wouldn’t ultimately be impacted by the Trump rule change because water utilities are required by law to meet certain standards. But the rule change means that efforts by utilities to purify drinking water would be more difficult and thus more expensive, a cost that would likely be passed on to consumers.		
			
				
			
			
		
	
		
		
“It is true that water quality out of the tap won’t change, but if you swim in a river or a stream, or if you go fishing and you want to eat the fish you catch, that may have more toxic heavy metals in it than before, [and] that is also true,” Hartl told us. “If you care about seeing wildlife along the river, there will be less of it because the rivers will be degraded. There will be costs, but they will just be passed on to people.”
We asked the EPA what steps will be taken to protect clean drinking water and avoid pollution costs being passed on to the public, but we did not receive an answer to this specific question.
What Other Effects Should We Anticipate?
The new rule has been cast as a boon for farmers. But farmers were already exempt from many regulatory hurdles, according to The Associated Press. Instead, real-estate developers “and those in other business sectors [that] take out substantially more permits than farmers for projects impinging on wetlands, creeks and streams […] stand to reap the biggest regulatory and financial relief from the Trump administration’s rollback of wetlands protections.”
Critics argue that the public would be left with polluted recreational waters and higher bills as utilities work harder to purify drinking water; citizens would also foot other costs, critics contend, because flood control would become more difficult and more expensive as wetlands, which act as buffers against floodwaters, would be destroyed.
“What this does is transfer the costs for pollution control and wetland destruction from the perpetrators of that pollution and destruction to the downstream communities who will have to try desperately to compensate for this loss of protection,” said Betsy Southerland, who served as director of the Office of Science and Technology in the EPA’s Office of Water until 2017. “For the downstream communities, their drinking water supplies and recreational waters will experience more pollution, and they’re going to have more flood threats.”
Southerland, a volunteer for the Environmental Protection Network, a nonprofit organization made up of former EPA staff and political appointees, said many states have relied on the federal government’s regulatory system for water protection and don’t have their own system in place to take on the task.
State officials in Arizona, for example, initially estimated 98% of waterways would lose Clean Water Act protection, but they now expect that percentage to be lower. Officials there are reviewing state-level protections for Arizona water losing federal protection. “However, any regulatory authority in the program will have to be approved by the legislature, and the State doesn’t expect a program to be in place until 2023,” said Arizona Department of Environmental Quality Spokesperson Erin Jordan, in an email to Snopes.
Furthermore, Southerland pointed out that 36 states have laws in place that “could restrict the authority of state agencies or localities to regulate waters left unprotected by the federal Clean Water Act.”
The destruction of wetlands could mean an increase in flooding like the 2017 disaster resulting from Hurricane Harvey, in Houston, Texas, said Lacey McCormick, senior communications manager for the conservation non-profit National Wildlife Federation.
“Keeping these wetlands intact is very important for protection from flooding,” McCormick said. “Wetlands are like sponges. They absorb floodwaters. They can also absorb and keep pollutants from flowing downstream into our drinking water. The impacts are obviously quite significant.”
Hartl said he believes the Trump administration is banking on the idea that despite legal challenges to its new rule, a more conservative U.S. Supreme Court will treat the rule-change favorably."
1628111174-1146,https://www.snopes.com/page/4/?s=Hurricane+harvey,Hurricane Irma Floods Miami International Airport?,https://www.snopes.com/fact-check/hurricane-irma-hitting-miami-airport/,Hurricane Irma Floods Miami International Airport?,11-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Fauxtography					
				
												
					
						Hurricane Irma Floods Miami International Airport?",A video shows Hurricane Irma hitting Miami International Airport.,"False
					
						
							About this rating","On 10 September 2017, the White House’s social media director Dan Scavino, Jr. posted several images and videos showing the effects of historically huge Hurricane Irma, which ravaged the Caribbean region before moving up to Florida. 
One such video purported to show the massive storm hitting Miami International Airport, but is actually of a completely different weather system (Lidia) at a completely different location (Mexico’s Distrito Federal): 
<img loading=""lazy"" class=""aligncenter wp-image-103434"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg"" alt="""" width=""600"" height=""643"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=1 750w, https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=0.5 375w, https://www.snopes.com/tachyon/2017/09/dan-scavino.jpg?resize=750%2C804&amp;zoom=0.25 188w"" sizes=""(max-width: 750px) 100vw, 750px"" />
This video was taken at the Aeropuerto Internacional de la Ciudad de México on 30 August 2017, and it shows the effects of Tropical Storm Lidia, not Hurricane Irma:

	
		
			
				
			
			
		
	
		
		
(Translation: “The intense rain this afternoon forced the suspension of flights at the Mexico City Airport, courtesy @AICM_mx.”)
The Miami International Airport’s Twitter account was quick to correct Scavino:


Scavino deleted the video, explaining that he was inundated with information when he shared his erroneous message: 
Thank you. It was among 100s of videos/pics I am receiving re: Irma from public. In trying to notify all, I shared – have deleted. Be safe!
Mexico had offered to send help to victims of Hurricane Harvey, which made landfall in Texas in August 2017 just days before its counterpart Irma hit the Caribbean, but rescinded the offer after a massive earthquake hit its Pacific coast on 8 September 2017, killing dozens and leaving millions of people in Mexico in need of aid."
