web-scraper-order,web-scraper-start-url,link,link-href,snopes title,datte,subject,title,type,text
1628110454-1082,https://www.snopes.com/page/1/?s=Hurricane+irma,Was Hillary Clinton Caught on Tape Laughing About Irma’s ‘Wiping Out All of Those Florida Hillbillies?‘,https://www.snopes.com/fact-check/hillary-clinton-hurricane-irma-florida-hillbillies/,Was Hillary Clinton Caught on Tape Laughing About Irma’s ‘Wiping Out All of Those Florida Hillbillies?‘,20-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Uncategorized					
				
												
					
						Was Hillary Clinton Caught on Tape Laughing About Irma’s ‘Wiping Out All of Those Florida Hillbillies?‘","Hillary Clinton made fun of hurricane Irma victims and called them ""Florida hillbillies.""","False
					
						
							About this rating","The web site AsAmericanAsApplePie.org published a story in September 2017 that painted former Secretary of State Hillary Clinton as behaving callously toward victims of hurricane Irma:
While filming a segment for The Rachel Maddow Show on MSNBC, Hillary Rodham Clinton was nabbed on tape saying the most awful thing imaginable about Hurricane Irma and its potential victims:
“To be honest, Rachel, it would probably be good for the country if Irma were to just wipe every Florida hillbilly off the map. I mean…they live in trailers by the water, right?”
The remark was allegedly captured on tape by a “true patriot” sound engineer who vowed to hold on to it unless he needed to “save the country” or himself.
The story is fabricated, as is every story on the site. Its Facebook page includes this disclaimer:
Nothing on this page is real. It is a collection of the satirical whimsies of liberal trolls masquerading as conservatives. You have been warned.
	
		
			
				
			
			
		
	
		
		
The same disclaimer also appears verbatim on the Facebook page for another fake news site, TheLastLineofDefense.org, and the two web sites appear to be related. 
As American As Apple Pie also has another, more vaguely-worded, disclaimer on its web site:
When no one can trust the lying fake news liberal media anymore because they hate us and guns and Harley Davidson and meat and OUR president, As American as Apple Pie is here to be your beacon of something you can kinda rely on sometimes, but not really because only God can control our fate in this crazy, twisted world. God Bless America and Amen.
We called a phone number listed on As American As Apple Pie’s Facebook page and got this voicemail message:
Thank you for calling the Crazy Shiksa Bakery. We’ll call you back if you leave your name and your number when we’re not busy.

Audio Playerhttps://www.snopes.com/uploads/2017/09/092017-As-American-For-Apple-Pie-message.mp300:0000:0000:00Use Up/Down Arrow keys to increase or decrease volume."
1628110422-1078,https://www.snopes.com/page/2/?s=Hurricane+irma,Floridians Can Obtain Food Stamp Benefits If Their Power Went Out During Hurricane Irma?,https://www.snopes.com/fact-check/florida-food-stamps-power-cut/,Floridians Can Obtain Food Stamp Benefits If Their Power Went Out During Hurricane Irma?,15-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Viral Phenomena					
				
												
					
						Floridians Can Obtain Food Stamp Benefits If Their Power Went Out During Hurricane Irma?","Florida residents affected by Hurricane Irma can receive $197 in food stamp benefits, but only if they can show that their homes lost power for more than two hours.","Mostly False
					
						
							About this rating","In September 2017, Facebook users spread several rumors about government benefits and assistance available to Florida residents in the aftermath of Hurricane Irma. One of these rumors involved the provision of food stamps for Floridians whose homes had experienced power outages of at least two hours in duration.
A typical expression of the rumor read as follows:
#FLORIDA
If your power was out for more than two hours. You are eligible for food stamps. $197.00 per person. Go to www.myflorida.com/accessflorida … Apply for benefits..create an account. Click on food stamps or snaps..DO NOT APPLY FOR CASH…Make sure you have a valid phone number so they can verify your zip code…
A similar rumor claimed that the Federal Emergency Management Agency (FEMA), rather than the state of Florida, was overseeing food stamp benefits:
FEMA assistance is available to those whose power was out for more than 2 hours they’re eligible for food stamps 197 per person go to myflorida.com Access Florida apply for benefits create an account click food stamps or snaps do not apply for cash make sure you have valid phone number so they can verify zip code.
	
		
			
				
			
			
		
	
		
		
A separate but related rumor held that FEMA was directly providing Floridians with $500 for food purchases:
For those in need

FEMA is giving $500 direct deposit that can be used for food. Apply at disasterassistance.gov

FEMA 1-800-621-3362 or 1-800-462-7585
None of these rumors was quite right, and they all seemed to be based on misunderstandings of a federal disaster relief program known as Disaster-SNAP (or D-SNAP), which was extended to parts of Florida on 22 September 2017.
D-SNAP is a program that temporarily extends the benefits usually available under SNAP (Supplemental Nutrition Assistance Program, commonly known as food stamps) to individuals affected by natural disasters. One does not have to be an existing recipient of SNAP benefits in order to qualify for D-SNAP, but the latter program does incorporate maximum income limits. D-SNAP assistance typically lasts for one month, but Agriculture Secretary Sonny Perdue announced on 22 September that the program would be in place for two months in Florida.
Recipients are provided with a temporary EBT card containing an amount of credit based upon household size and income.
A one-person household with a gross monthly income of $1,664 or less would receive $194 in D-SNAP credit for one month (a figure that may be the source of the “$197 per person” claim in some Facebook rumors). An eight-person household (provided it has a gross monthly income of $4,151 or less) would be eligible to receive $1,169 in D-SNAP assistance (an average of $146 per person). A two-person household (provided it met the income requirements) would be eligible for $357 in benefits, or $179.50 per person. (There is no set benefit amount per person, a common element of the rumors which is misleading.)
The extension of D-SNAP in Florida applies to certain counties. A county is considered eligible based upon the percentage of power outages experienced over a period of 72 hours, as well as the level of structural and flood damage suffered.
So power outages do play a role in the provision of extended SNAP benefits, but only on the county level. Such benefits come with no requirement that an individual household must have experienced a power outage for “more than two hours,” or that applicants must provide photographic evidence of such outages.		
			
				
			
			
		
	
		
		
The appropriate place to apply for Disaster-SNAP assistance in Florida is the ACCESS Florida web page. 
Other assistance is available
As well as Disaster-SNAP, existing food stamp recipients can avail themselves of certain other enhanced benefits in light of the damage and disruption caused by Hurricane Irma. 
According to the United States Department of Agriculture’s Food and Nutrition Service, which oversees SNAP, regular Florida recipients can (as of 12 September 2017) temporarily use EBT cards to buy hot food (something they cannot normally do) and should have received their monthly allotment earlier than usual in September:
USDA’s Food and Nutrition Service (FNS) recently approved a temporary waiver and supported other actions that will help households participating in the USDA’s Supplemental Nutrition Assistance Program (SNAP) in Florida, Georgia, and the Virgin Islands, and the Nutrition Assistance Program in Puerto Rico, to access food in the wake of Hurricane Irma, including:

Allowing SNAP participants in Florida to buy hot foods and hot ready-to-eat foods with their benefits through Sept. 30.
Supporting Florida’s plan to issue all September SNAP benefits on Sept. 7 and Georgia’s plan to issue all remaining benefits for September on Sept. 10; both actions will ensure families have access to their monthly benefits sooner during this time of immediate crisis.


In addition to these modifications, several types of federally-provided assistance are available to those affected by disasters such as Hurricanes Irma and Harvey, both in Florida and in other states. These benefits include monetary assistance with rent and home repairs as well as funeral and medical care costs, as well as direct assistance such as FEMA’s entering into lease agreements with owners of multi-family rental properties and performing repairs, with the aim of providing temporary accommodation for individuals.
Variations in eligibility, rates of payment, duration of assistance, and type of assistance mean that it’s virtually impossible to say how much an individual household or person might receive. Residents of states that have been affected by hurricanes and other disasters can check whether they are eligible for federal assistance, and apply for such assistance, by visiting DisasterAssistance.gov. 
The claim asserted in one of the Facebook rumors, that FEMA is offering individuals $500 via direct deposit to be used for purchasing food, has a grain of truth to it.
As part of the assistance that the federal government provides to individuals and households in state where major disasters have been declared (as was the case in Florida), individuals who have lost their homes or been displaced can apply for what’s known as Critical Needs Assistance, which consists of a one-time payment of $500, as explained by FEMA:
FEMA may provide financial assistance to individuals and households who, as a result of the disaster, have immediate or critical needs because they are displaced from their primary dwelling. Immediate or critical needs are life-saving and life-sustaining items including, but not limited to: water, food, first aid, prescriptions, infant formula, diapers, consumable medical supplies, durable medical equipment, personal hygiene items, and fuel for transportation … It is a one-time $500 payment per household.
However, the state must first ask FEMA to authorize Critical Needs Assistance in specific counties particularly badly hit by a disaster, FEMA must then grant that authorization, and the individual must go through an application process. FEMA has authorized Critical Needs Assistance in certain Florida counties, which are listed on the FEMA web site.
The Critical Needs Assistance application is available only to individuals who have lost their homes or been displaced, and who had previously resided in counties where FEMA has authorized Critical Needs Assistance."
1628110274-1058,https://www.snopes.com/page/3/?s=Hurricane+irma,Irma Strengthens to a Cat 5 Storm as it Nears Caribbean,https://www.snopes.com/ap/2017/09/05/irma-cat-5-storm-nears-caribbean/,Irma Strengthens to a Cat 5 Storm as it Nears Caribbean,null,"Home					
				
												
					
						AP News					
				
												
					
						World News					
				
												
					
						Irma Strengthens to a Cat 5 Storm as it Nears Caribbean",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110547-1092,https://www.snopes.com/page/1/?s=Hurricane+irma,Permanent Closure at Walt Disney World Due to Hurricane Irma?,https://www.snopes.com/fact-check/permanent-closure-walt-disney-world-due-hurricane-irma/,Permanent Closure at Walt Disney World Due to Hurricane Irma?,14-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Junk News					
				
												
					
						Permanent Closure at Walt Disney World Due to Hurricane Irma?",Walt Disney announced that they were permanently closing the Fort Wilderness Campgrounds due to damage from Hurricane Irma.,"False
					
						
							About this rating","On 13 September 2017, an article claiming that Disney World was permanently closing the Fort Wilderness Campground due to damage sustained from Hurricane Irma was posted to the prank news web site BreakingNews247.com:
<img loading=""lazy"" class=""aligncenter wp-image-103829"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/prank-news.jpg"" alt="""" width=""600"" height=""581"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/prank-news.jpg?resize=749%2C725&amp;zoom=1 749w, https://www.snopes.com/tachyon/2017/09/prank-news.jpg?resize=749%2C725&amp;zoom=0.5 375w, https://www.snopes.com/tachyon/2017/09/prank-news.jpg?resize=749%2C725&amp;zoom=0.25 187w"" sizes=""(max-width: 749px) 100vw, 749px"" />
Walt Disney has officially announced that they will be permanently closing Fort Wilderness Campgrounds due to damage exceeding over $1 Million from one estimate.
This article, along with everything else published on BreakingNews247.com, is fabricated.

 	 	 	 	 	 	 0:00 / 0:00
	
		
			
				
			
			
		
	
		
		

“Prank” web sites like this one allows users to generate their own fake news stories to share with their friends on Facebook:
This website is an entertainment website, news are created by users. These are humourous news, fantasy, fictional, that should not be seriously taken or as a source of information.
The creator of this particular story must have felt some  remorse after posting it, as the article was later removed and replaced with a message explaining that it had been a “bad joke”:
<img loading=""lazy"" class=""aligncenter wp-image-103828"" style=""border: 1px solid black;"" src=""https://www.snopes.com/tachyon/2017/09/fort-wilderness-joke.jpg"" alt="""" width=""600"" height=""100"" data-recalc-dims=""1"" srcset=""https://www.snopes.com/tachyon/2017/09/fort-wilderness-joke.jpg?resize=1088%2C182&amp;zoom=1 1088w, https://www.snopes.com/tachyon/2017/09/fort-wilderness-joke.jpg?resize=1088%2C182&amp;zoom=0.5 544w, https://www.snopes.com/tachyon/2017/09/fort-wilderness-joke.jpg?resize=1088%2C182&amp;zoom=0.25 272w"" sizes=""(max-width: 1088px) 100vw, 1088px"" />

Despite the article’s deletion, however, the rumor continued to circulate as web sites like ViralDisney.net republished near verbatim copies of the story. These web sites are unaffiliated with Walt Disney World, which has indicated in public statements that Fort Wilderness will soon reopen. 
The Florida theme park did sustain some damage during Hurricane Irma and the Fort Wilderness campground was temporarily closed. A message on the official Disney World web site explained that the campground will likely reopen by the end of September 2017:
All Disney Resorts have begun normal operation, with the exception of Fort Wilderness Campground and Disney’s Saratoga Springs Treehouse Villas.We anticipate that Disney’s Fort Wilderness Resort & Campground will reopen next week, but it remains closed at this time as we clean up the property following the storm. Disney’s Wilderness Lodge remains open.
We anticipate that Disney’s Fort Wilderness Resort & Campground will reopen next week, but it remains closed at this time as we clean up the property following the storm. Disney’s Wilderness Lodge remains open.To allow Disney’s Fort Wilderness to prepare the property after Hurricane Irma, all shows at The Hoop Dee Doo Musical Revue and Mickey’s Backyard BBQ will be canceled up to and including
To allow Disney’s Fort Wilderness to prepare the property after Hurricane Irma, all shows at The Hoop Dee Doo Musical Revue and Mickey’s Backyard BBQ will be canceled up to and including Tuesday September 19th. Any existing reservations will be automatically canceled and refunded."
1628110061-1032,https://www.snopes.com/page/6/?s=Hurricane+irma,Beyonce Sings ‘Mi Gente’ Remix in Spanish for Relief Efforts,https://www.snopes.com/ap/2017/09/29/beyonce-sings-mi-gente-remix-spanish-relief-efforts/,Beyonce Sings ‘Mi Gente’ Remix in Spanish for Relief Efforts,29-Sep-17,"Home					
				
												
					
						AP News					
				
												
					
						Entertainment					
				
												
					
						Beyonce Sings ‘Mi Gente’ Remix in Spanish for Relief Efforts",null,"This article is republished here with permission from The Associated Press. This content is shared here because the topic may interest Snopes readers; it does not, however, represent the work of Snopes fact-checkers or editors.","NEW YORK (AP) — Beyonce has released a surprise single on which she sings in Spanish, English and French to raise relief money for those affected by hurricanes in the Caribbean and earthquakes in Mexico.
Beyonce is featured on a remix of J. Balvin and Willy William’s “Mi Gente,” which means “my people” in Spanish. The single was released Thursday night.
In an English verse on “Mi Gente,” Beyonce sings, “lift up your people, from Texas Puerto Rico, dem islands to Mexico.”
Beyonce says on her website that she’s donating all of her proceeds from the song to relief efforts. The site also includes links directing fans to fundraising sites to help victims of the Mexican earthquakes, Hurricanes Maria and Irma in the Caribbean and Florida, and Hurricane Harvey in her native Texas."
1628110147-1042,https://www.snopes.com/page/5/?s=Hurricane+irma,Zeta Barrels Northeast After Battering Storm-Weary Coast,https://www.snopes.com/ap/2020/10/29/zeta-barrels-northeast-after-battering-storm-weary-coast/,Zeta Barrels Northeast After Battering Storm-Weary Coast,null,"Home					
				
												
					
						AP News					
				
												
					
						Nature					
				
												
					
						Zeta Barrels Northeast After Battering Storm-Weary Coast",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
1628110026-1028,https://www.snopes.com/page/6/?s=Hurricane+irma,Trump: ‘I Don’t Believe’ Government Climate Report Finding,https://www.snopes.com/ap/2018/11/26/trump-i-dont-believe-government-climate-report-finding/,Trump: ‘I Don’t Believe’ Government Climate Report Finding,26-Nov-18,"Home					
				
												
					
						AP News					
				
												
					
						U.S. Politics					
				
												
					
						Trump: ‘I Don’t Believe’ Government Climate Report Finding",null,"This article is republished here with permission from The Associated Press. This content is shared here because the topic may interest Snopes readers; it does not, however, represent the work of Snopes fact-checkers or editors.","WASHINGTON (AP) — President Donald Trump on Monday rejected a central conclusion of a dire report on the economic costs of climate change released by his own administration.
But economists said the National Climate Assessment’s warning of hundreds of billions of dollars a year in global warming costs is pretty much on the money.
Just look at last year with Hurricanes Harvey, Maria and Irma, they said. Those three 2017 storms caused at least $265 billion in damage , according to the National Oceanic and Atmospheric Administration.
The climate report, quietly unveiled Friday, warned that natural disasters are worsening in the United States because of global warming.
It said warming-charged extremes “have already become more frequent, intense, widespread or of long duration.” The report noted the last few years have smashed U.S. records for damaging weather, costing nearly $400 billion since 2015.
	
		
			
				
			
			
		
	
		
		
“The potential for losses in some sectors could reach hundreds of billions of dollars per year by the end of this century,” the report said. It added that if emissions of heat-trapping gases continue at current levels, labor costs in outdoor industries during heat waves could cost $155 billion in lost wages per year by 2090.
The president said he read some of the report “and it’s fine” but not the part about the devastating economic impact.
“I don’t believe it,” Trump said, adding that if “every other place on Earth is dirty, that’s not so good.”
Nearly every country in the world in 2015 pledged to reduce or slow the growth of carbon dioxide emissions, the chief greenhouse gas.
“We’re already there,” said Wesleyan University economist Gary Yohe, who was a reviewer of the national report, which was produced by 13 federal agencies and outside scientists. “Climate change is making a noticeable impact on our economy right now: Harvey, Florence, Michael, Maria.”
Yohe said, “It is devastating at particular locations, but for the entire country? No.”
Economist Ray Kopp, a vice president at the think tank Resources For the Future and who wasn’t part of the assessment, said the economics and the science in the report were absolutely credible.
“I believe this is going to be a devastating loss without any other action-taking place,” Kopp said Monday. “This is certainly something you would want to avoid.”		
			
				
			
			
		
	
		
		
Earlier, the White House had played down the report. Spokeswoman Lindsay Walters said in an emailed statement that the report “is largely based on the most extreme scenario, which contradicts long-established trends by assuming that, despite strong economic growth that would increase greenhouse gas emissions, there would be limited technology and innovation, and a rapidly expanding population. ”
Throughout the 29-chapter report, scientists provide three scenarios that the United Nations’ climate assessments use. One is the business-as-usual scenario, which scientists say is closest to the current situation. That is the worst case of the three scenarios. Another would envision modest reductions in heat-trapping gases, and the third would involve severe cuts in carbon dioxide pollution.
For example, the $155 billion a year in extra labor costs at the end of the century is under the business-as-usual scenario. Modest reductions in carbon pollution would cut that to $75 billion a year, the report said.
The report talks of hundreds of billions of dollars in economic losses in several spots. In one graphic, it shows the worst-case business-as-usual scenario of economic costs reaching 10 percent of gross domestic product when Earth is about a dozen degrees warmer than now with no specific date.
Yohe said it was unfortunate that some media jumped on that 10 percent number because that was a rare case of hyperbole in the report.
“The 10 percent is not implausible as a possible future for 2100,” Yohe said. “It’s just not terribly likely.”
Kopp, on the other hand, said the 10 percent figure seems believable.
“This is probably a best estimate,” Kopp said. “It could be larger. It could be smaller.”"
1628110127-1039,https://www.snopes.com/page/5/?s=Hurricane+irma,Is It Illegal in Florida to Power Your Home With Solar After a Storm Because of Lobbying?,https://www.snopes.com/fact-check/is-it-illegal-florida-power-home-solar-storm/,Is It Illegal in Florida to Power Your Home With Solar After a Storm Because of Lobbying?,25-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Uncategorized					
				
												
					
						Is It Illegal in Florida to Power Your Home With Solar After a Storm Because of Lobbying?","Thanks to lobbying, Florida homeowners were unable to use solar panels during Irma to generate electricity.","False
					
						
							About this rating","In the days immediately following Hurricane Irma making landfall in Florida in early September 2017, many Floridians lost electrical power — including those with solar panels. Shortly after the powerful storm hit, the alternative weekly newspaper Miami New Times offered an explanation as to why those with solar panels, who seemingly should be unaffected by a utility grid failure so long as there is sunlight, were also, quite literally, in the dark.  
In a 14 September 2017 article, the New Times reported that thanks to lobbying, the utilities company Florida Power & Light (FPL) had so much undue leverage over when and whether customers could make use of solar panels that they were able to prevent solar users from accessing sun-based electricity in Irma’s aftermath. The New Times reported:
FPL’s lobbying wing has fought hard against letting Floridians power their own homes with solar panels. Thanks to power-company rules, it’s impossible across Florida to simply buy a solar panel and power your individual home with it. You are instead legally mandated to connect your panels to your local electric grid.
More egregious, FPL mandates that if the power goes out, your solar-power system must power down along with the rest of the grid, robbing potentially needy people of power during major outages.
Although the “big corporate government/axis of evil” narrative was too juicy for many conspiracy sites to pass up, Floridians are not, in fact, mandated by law to connect solar panels to the power grid. Utility providers are instead required to allow customers to connect their solar panels to the grid for “net metering,” meaning they can enjoy lower utility bills if their homes generate more power than they use, because excess power is sold back to the utility company. Florida statute actually makes it unlawful for any entity block residents from having solar panels.
Further, FPL doesn’t “mandate” that solar panels power down if the grid goes offline in a crisis. This is a safety precaution and industry-wide standard put in place to prevent line workers from being electrocuted while restoring power during an outage — and it is not unique to Florida. The “mandate” cited by the New Times is in fact a guideline which reflects this standard and includes an important caveat. The guideline reads (emphasis added):
Renewable generator systems connected to the grid without batteries are not a standby power source during an FPL outage. The system must shut down when FPL’s grid shuts down in order to prevent dangerous back feed on FPL’s grid. This is required to protect FPL employees who may be working on the grid.
	
		
			
				
			
			
		
	
		
		
We asked Patrick Altier, owner of the Florida-based energy company Solar Trek, to explain further. Altier told us that Floridians who have solar panels on their homes can use energy from the sun during a grid failure — if they purchase additional equipment to prevent volts of electricity from traveling through power lines and harming unsuspecting neighbors or repair crews. To illustrate this, he gave us two scenarios:
In my home, I have a grid-type solar system, meaning when the grid shuts down my solar shuts off. The reason for that is simply common sense and safety. [If it didn’t shut off] I’d be back-feeding up to 600 volts to the utility lines, and a linesman could get killed. Electricity is like water — it takes the path of least resistance. So there’s a current that, if it’s not being used by my home, could back-feed down the utility line for a long ways and be potentially life threatening.
The other scenario is, at my office, I have a solar system that’s called a battery-interactive system. When the grid goes down, a transfer switch switches me off the grid and into the battery system, so there’s no way I could back-feed and hurt a utility linesman.
What’s happening [with these news stories] is, they’re taking something that was designed as a safety feature and they’re trying to make it look like the utilities are the bad guys when they’re just trying to keep their employees safe.
The reason many homeowners don’t have the additional equipment necessary to allow them to keep their power on when the grid is down is because of the purchasing cost, said Mark Bubriski, director of public affairs for FPL. However, if customers have installed a battery system, such as a Tesla Powerwall or an SMA Sunny Island, they can use their solar panels safely during a grid failure. No laws or mandates prohibit them from doing so.
Conspiratorial theorizing about living off-grid is not new and tends to be popular, perhaps because it plays on the always-present American distrust of both governmental and corporate overreach. That perhaps explains why the New Times story struck a nerve — it reports, for example, that “FPL is… allowed to disconnect your panels from the grid without warning you. The company can even put a padlock on it.” It also reports that utilities companies can “charge a $400 or $1,000 application fee for consumers who want to install systems more powerful than 10 kilowatts.”  
These are not misleading characterizations, but they make mundane operations seem ominous, Bubriski said. Technically, FPL can shut off power without warning for safety reasons, such as in the case of a fire or other hazard. FPL can also padlock certain inverters on large systems with manual shutoff switches to ensure the only ones able to access it are FPL workers. He also explained that the application fees, particularly the higher ones, wouldn’t affect most customers because the tiered fees only come into play for systems twice the size of the average Florida home.
That is not to say FPL hasn’t been criticized — and as with any topic of public interest, there are legitimate concerns to be raised. For example, some have criticized the speed with which FPL restored power after Irma (as of 25 September 2017, all FPL customers who lost power during Irma have been brought back online). And FPL and the local industry at large have been dragged for drafting what critics call favorable legislation. These stories, however, aren’t as clickable as the big-government-big-corporate conglomerate robbing the American public of free energy, which may explain why that is the one that made national headlines despite its mendacity."
1628110056-1031,https://www.snopes.com/page/6/?s=Hurricane+irma,Are Hotels Required to Accept Pets During Natural Disasters?,https://www.snopes.com/fact-check/hotels-accept-pets/,Are Hotels Required to Accept Pets During Natural Disasters?,7-Sep-17,"Home					
				
												
					
						Fact Checks					
				
												
					
						Critter Country					
				
												
					
						Are Hotels Required to Accept Pets During Natural Disasters?","The federal government, either through the Federal Emergency Management Agency (FEMA) or the 2006 PETS law allows pet owners to bring their pets to any hotel or motel during weather-related evacuations.","Mostly False
					
						
							About this rating","In late August and early September 2017, the approach of Hurricanes Harvey and Irma prompted social media claims that the federal government, either through a 2006 law or through the Federal Emergency Management Agency (FEMA), mandated that pets be allowed to accompany disaster evacuees into hotels and motels.
A typical expression of the claim read:
ATTENTION: If you are evacuating to a hotel/motel and they say they DON’T accept pets, don’t get ugly, but simply tell them that is against the law & FEMA established that after Hurricane Katrina!
The Pets Evacuation and Transportation Standards Act (PETS) was a bi-partisan initiative in the United States House of Representatives to require states seeking Federal Emergency Management Agency (FEMA) assistance to accommodate pets and service animals in their plans for evacuating residents facing disasters.
DONT SHARE, COPY AND PASTE SO MORE PEOPLE READ THIS!”
The Pets Evacuation and Transportation Standards Act of 2006 essentially requires that FEMA take into account the needs of pet owners when developing disaster preparedness plans, and it also authorizes the director of the agency to fund emergency shelter facilities which can accommodate displaced persons with pets and service animals, but it makes no mention of requirements placed on hotels or motels:
Pets Evacuation and Transportation Standards Act of 2006
Amends the Robert T. Stafford Disaster Relief and Emergency Assistance Act to require the Director of the Federal Emergency Management Agency (FEMA) to ensure that state and local emergency preparedness operational plans address the needs of individuals with household pets and service animals prior to, during, and following a major disaster or emergency.
Authorizes the Director to: (1) study and develop plans that take into account the needs of individuals with pets and service animals prior to, during, and following a major disaster or emergency; and (2) make financial contributions, on the basis of programs or projects approved by the Director, to the states and local authorities for animal emergency preparedness purposes, including the procurement, construction, leasing, or renovating of emergency shelter facilities and materials that will accommodate people with pets and service animals.
Authorizes federal agencies to provide, as assistance essential to meeting threats to life and property resulting from a major disaster, rescue, care, shelter, and essential needs to individuals with household pets and service animals and to such pets and animals.
	
		
			
				
			
			
		
	
		
		
The “Rumors” section of FEMA’s website now specifically addresses this issue and notes that the rumor about hotels and motels being legally required to accommodate pets is false:
There are reports that hotels and motels participating in the Transitional Sheltering Assistance Program are legally required to accommodate pets. This is FALSE. (September 8)
Hotels and motels participating in FEMA’s Transitional Sheltering Assistance Program do not fall under the Pets Evacuation and Transportation Standards (PETS) Act (Pub. L. 109-308 (2006)). Please call the hotel before you go and ask if pets are permitted.
Hotels must accept service animals and individuals with access and functional needs should check with the hotel to ensure if accessible lodging accommodations are available to meet their needs.
In preparation for Tropical Storm Irene, FEMA advised pet owners to “locate several ‘pet-friendly’ hotels” but made no mention of any purported requirement for all hotels to accommodate pets:
Planning for animal evacuation:

If you must leave your residence, have a plan for your family pets;
Go online and locate several “pet-friendly” hotels in and out of your area;
Identify friends or relatives outside your area where you and your pets can stay;
If there is a disaster pending, evacuate early with your pets, working animals and livestock; don’t wait for a mandatory evacuation order; and
Animals should have leg bands or tattoos, microchips or identification tags with their name as well as your address and phone number.


FEMA’s other guides for pet owners also make no mention of the purported requirement.
However, disabled people who use service animals do have the law on their side when they check into hotels. The Americans with Disabilities Act (ADA) makes service animals legally exempt from any hotel “pet policies.
Bottom line: no law requires hotels to accommodate household pets during a natural disaster. Pet owners should plan accordingly."
1628110374-1070,https://www.snopes.com/page/2/?s=Hurricane+irma,Florida Man’s Joke About Shooting Irma Gets Taken Seriously,https://www.snopes.com/ap/2017/09/10/florida-mans-joke-shooting-irma-gets-taken-seriously/,Florida Man’s Joke About Shooting Irma Gets Taken Seriously,null,"Home					
				
												
					
						AP News					
				
												
					
						Tragedies					
				
												
					
						Florida Man’s Joke About Shooting Irma Gets Taken Seriously",null,"This article was republished here with permission from The Associated Press, however it is no longer available to read on Snopes.com.",null
